#ID	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
PBT00058348	143	0.27385	11.3656616211	1	0.156634	noncoding
ENCT00000057224.1	166	0.28195	8.56964111328	1	0.472114	noncoding
STRT00240102	64	0.3	9.51165771484	1	0.0312919	noncoding
STRT00242191	33	0.42694	10.0326538086	1	0.0230675	noncoding
STRT00255204	61	0.30367	4.17730712891	1	0.0823411	noncoding
STRT00285113	13	0.37105	12.0165405273	1	0.0083573	noncoding
FTMT24000004676.1	30	0.4142	4.10479736328	-1	0.0148211	noncoding
STRT00278598	61	0.37972	6.21942138672	1	0.044032	noncoding
STRT00278599	61	0.37567	6.21942138672	1	0.0423013	noncoding
STRT00265872	15	0.39633	5.89788818359	1	0.0034247	noncoding
PBT00058583	174	0.2846	8.32733154297	1	0.579205	coding
PBT00058584	131	0.27274	5.20343017578	1	0.645373	coding
PBT00058606	143	0.28491	9.32745361328	1	0.26047	noncoding
PBT00058607	143	0.30801	9.32745361328	1	0.341792	noncoding
STRT00289427	143	0.28711	9.32745361328	1	0.266779	noncoding
STRT00315101	49	0.35874	9.64959716797	1	0.0241164	noncoding
PBT00058610	72	0.32477	7.86602783203	1	0.0399367	noncoding
FTMT23800004525.1	47	0.40027	10.9467163086	1	0.0381874	noncoding
PBT00056522	188	0.3	9.76800537109	1	0.626293	coding
STRT00270734	44	0.38026	9.89068603516	1	0.0238772	noncoding
STRT00301114	17	0.3474	3.56341552734	1	0.0085998	noncoding
STRT00252480	33	0.32256	12.0165405273	-1	0.18196	noncoding
STRT00260558	27	0.34203	11.5465698242	-1	0.190981	noncoding
STRT00312163	33	0.34179	9.18560791016	1	0.0100648	noncoding
STRT00263720	39	0.44185	6.37005615234	1	0.0190215	noncoding
STRT00266170	32	0.36965	4.74920654297	1	0.0127839	noncoding
PBT00056536	77	0.39389	9.33367919922	1	0.110309	noncoding
STRT00309433	60	0.32453	7.78729248047	1	0.0235221	noncoding
PBT00056537	129	0.28683	6.88653564453	1	0.332157	noncoding
STRT00281721	26	0.38666	10.2562866211	1	0.0122977	noncoding
STRT00250240	45	0.32772	6.48101806641	1	0.0125591	noncoding
STRT00246148	51	0.37144	4.02764892578	1	0.0644046	noncoding
STRT00251750	32	0.38605	4.74920654297	1	0.0147951	noncoding
STRT00279989	26	0.36268	10.2562866211	1	0.0111498	noncoding
STRT00246149	32	0.33612	4.74920654297	1	0.0109095	noncoding
PBT00056538	67	0.37291	9.10015869141	1	0.0537187	noncoding
STRT00311223	27	0.40403	5.42608642578	1	0.00906444	noncoding
STRT00237665	11	0.34722	9.50006103516	1	0.00451356	noncoding
STRT00290734	129	0.31762	6.88653564453	1	0.405923	noncoding
STRT00243627	129	0.29793	6.88653564453	1	0.352071	noncoding
STRT00309001	32	0.42394	5.30194091797	1	0.015406	noncoding
FTMT23800005039.1	22	0.33171	7.81085205078	1	0.00420547	noncoding
ENCT00000058566.1	114	0.28923	10.2011108398	1	0.123822	noncoding
ENCT00000058567.1	114	0.29088	10.2011108398	1	0.125598	noncoding
STRT00298877	19	0.30669	5.58721923828	1	0.00451748	noncoding
MICT00000046744.1	71	0.32267	10.2285766602	1	0.0479459	noncoding
STRT00252124	21	0.36786	4.36907958984	1	0.00776197	noncoding
STRT00247078	49	0.28372	6.49920654297	1	0.0184366	noncoding
STRT00230113	49	0.3048	6.49920654297	1	0.0157451	noncoding
STRT00251766	49	0.3468	6.49920654297	1	0.0163638	noncoding
STRT00232348	48	0.36005	10.1286010742	1	0.0259417	noncoding
STRT00271301	21	0.42107	3.66571044922	1	0.0211367	noncoding
STRT00230918	43	0.34523	7.69720458984	1	0.0114958	noncoding
STRT00239753	100	0.39737	9.69610595703	-1	0.127391	noncoding
STRT00238128	41	0.41014	4.42718505859	1	0.0409379	noncoding
STRT00258871	40	0.42578	4.98370361328	1	0.0310079	noncoding
STRT00263047	5	0.3418	5.27496337891	1	1.03358e-05	noncoding
STRT00269959	15	0.41672	3.99884033203	1	0.0104749	noncoding
STRT00265299	5	0.38062	5.27496337891	1	1.22959e-05	noncoding
PBT00056893	88	0.3208	10.2373657227	1	0.0806369	noncoding
HBMT00000152473.1	45	0.45586	9.80523681641	1	0.0604756	noncoding
MICT00000047960.1	177	0.3193	12.3698120117	1	0.283301	noncoding
STRT00309589	19	0.37724	3.92559814453	1	0.00966787	noncoding
STRT00264588	39	0.42754	12.8457641602	-1	0.165005	noncoding
FTMT23800005417.1	125	0.36546	12.3313598633	-1	0.157107	noncoding
PBT00057098	73	0.3077	7.01776123047	1	0.0420088	noncoding
STRT00226583	77	0.36294	5.24237060547	1	0.131027	noncoding
STRT00235894	46	0.37029	5.26544189453	1	0.0236051	noncoding
PBT00059442	97	0.29088	9.79351806641	1	0.0820345	noncoding
STRT00285381	0	0.34938	0.0	-1	1.22569e-06	noncoding
HBMT00000176583.1	50	0.32215	9.78167724609	1	0.021857	noncoding
STRT00254379	58	0.41572	8.38458251953	1	0.0487811	noncoding
STRT00281937	18	0.38688	6.49566650391	1	0.00351293	noncoding
ENCT00000051208.1	113	0.30898	11.178527832	1	0.128742	noncoding
STRT00298538	110	0.30781	8.97833251953	1	0.141553	noncoding
MICT00000050536.1	75	0.35133	10.5337524414	-1	0.166116	noncoding
ENCT00000051342.1	110	0.32494	8.97833251953	1	0.171433	noncoding
ENCT00000051344.1	110	0.28415	8.97833251953	1	0.115322	noncoding
STRT00249876	38	0.44058	5.96905517578	1	0.0193936	noncoding
HBMT00000178170.1	228	0.28496	8.78045654297	1	0.872354	coding
ENCT00000073698.1	111	0.37428	11.8291625977	1	0.217364	noncoding
STRT00380318	63	0.36862	9.60382080078	-1	0.115348	noncoding
STRT00434133	63	0.40002	10.3756713867	-1	0.128459	noncoding
MICT00000053252.1	105	0.2881	8.93817138672	1	0.10255	noncoding
MICT00000053254.1	105	0.28126	8.93817138672	1	0.0985372	noncoding
PBT00082952	105	0.28318	8.93817138672	1	0.0995445	noncoding
STRT00376894	160	0.33213	5.85455322266	1	0.885147	coding
STRT00392511	160	0.32191	5.85455322266	1	0.864313	coding
STRT00413671	160	0.32718	5.85455322266	1	0.875168	coding
STRT00332025	124	0.36153	9.49127197266	1	0.401251	noncoding
STRT00341032	126	0.3477	10.385925293	1	0.330244	noncoding
STRT00341033	100	0.40131	11.491027832	-1	0.191399	noncoding
STRT00375121	113	0.40366	10.7874145508	-1	0.181888	noncoding
STRT00360692	96	0.41682	11.9104614258	1	0.249236	noncoding
STRT00372130	96	0.31754	12.0053100586	1	0.0732643	noncoding
STRT00374463	126	0.31954	10.385925293	1	0.228975	noncoding
STRT00374464	126	0.34132	10.385925293	1	0.304193	noncoding
STRT00427279	116	0.40639	4.88433837891	1	0.813219	coding
PBT00083060	116	0.34139	4.88433837891	1	0.594441	coding
HBMT00000210214.1	39	0.30422	5.97222900391	1	0.0111987	noncoding
STRT00405673	179	0.27251	10.8982543945	1	0.304392	noncoding
STRT00388245	58	0.3071	9.03619384766	1	0.0237951	noncoding
PBT00083217	113	0.29783	7.65509033203	1	0.170042	noncoding
STRT00428965	113	0.29783	7.65509033203	1	0.170042	noncoding
PBT00079986	122	0.30211	9.73126220703	1	0.179029	noncoding
STRT00356339	52	0.35317	4.74920654297	1	0.0376867	noncoding
STRT00393156	36	0.41409	9.18292236328	1	0.0179504	noncoding
STRT00333565	96	0.27066	9.66522216797	1	0.0736771	noncoding
STRT00375692	52	0.34976	4.74920654297	1	0.0367961	noncoding
STRT00330815	33	0.33468	4.41461181641	1	0.0136741	noncoding
STRT00383086	52	0.4388	4.74920654297	1	0.0823955	noncoding
STRT00362552	34	0.32295	7.86981201172	-1	0.0852626	noncoding
STRT00349540	61	0.31326	11.2518920898	1	0.0366507	noncoding
STRT00324887	61	0.33063	11.2518920898	1	0.0385426	noncoding
STRT00377969	61	0.30533	11.2518920898	1	0.0363466	noncoding
STRT00324888	46	0.36322	10.8341674805	-1	0.162146	noncoding
STRT00351362	52	0.37435	4.74920654297	1	0.0456797	noncoding
STRT00383726	36	0.41234	9.18292236328	1	0.0176443	noncoding
STRT00411467	52	0.39862	4.74920654297	1	0.0594859	noncoding
STRT00407526	32	0.37563	10.7864379883	1	0.0168154	noncoding
STRT00388990	37	0.32042	4.80010986328	1	0.0145195	noncoding
FTMT24200000493.1	34	0.34239	11.8244018555	1	0.0170737	noncoding
ENCT00000075233.1	57	0.27711	10.1323852539	1	0.0297583	noncoding
PBT00080109	38	0.34476	6.20892333984	1	0.00943869	noncoding
ENCT00000064586.1	60	0.32256	7.00457763672	1	0.0241261	noncoding
PBT00080147	285	0.35033	9.73162841797	-1	0.241104	noncoding
PBT00080152	40	0.25074	9.99749755859	1	0.0258692	noncoding
STRT00375706	71	0.40174	11.3264770508	1	0.099353	noncoding
STRT00341082	13	0.35788	5.27496337891	1	0.00299089	noncoding
STRT00420019	0	0.33225	0.0	-1	6.20058e-07	noncoding
ENCT00000064948.1	45	0.31455	11.5228881836	1	0.0243434	noncoding
STRT00377207	56	0.26107	9.03546142578	1	0.0261162	noncoding
PBT00080363	56	0.29801	9.03546142578	1	0.0220064	noncoding
STRT00385878	22	0.42721	8.65570068359	1	0.00797676	noncoding
STRT00360129	90	0.26283	8.58270263672	1	0.0646943	noncoding
STRT00319880	94	0.23373	9.24395751953	1	0.0861958	noncoding
STRT00385617	31	0.41911	4.94464111328	1	0.0167583	noncoding
STRT00355987	86	0.42696	4.99359130859	1	0.41381	noncoding
STRT00387715	42	0.33293	9.38421630859	1	0.0150659	noncoding
STRT00336329	84	0.33272	5.17462158203	-1	0.0477321	noncoding
STRT00353516	86	0.36632	4.99359130859	1	0.239975	noncoding
STRT00388631	32	0.37824	5.71343994141	1	0.00908606	noncoding
STRT00365886	41	0.30616	10.2844848633	1	0.0183804	noncoding
STRT00414518	62	0.31228	8.72039794922	1	0.0265673	noncoding
PBT00080404	159	0.27327	11.4838256836	1	0.189617	noncoding
STRT00366544	100	0.3404	9.09820556641	1	0.145021	noncoding
PBT00084727	100	0.35812	9.09820556641	1	0.17999	noncoding
STRT00325693	45	0.32225	9.34259033203	1	0.0163203	noncoding
STRT00370865	37	0.46882	5.41058349609	1	0.0217996	noncoding
STRT00372618	19	0.44385	5.58538818359	1	0.00635735	noncoding
STRT00377385	69	0.2845	9.96185302734	1	0.0384324	noncoding
STRT00389074	15	0.31755	12.3010864258	1	0.0110762	noncoding
STRT00424394	43	0.37552	9.41473388672	1	0.0195351	noncoding
STRT00380675	33	0.40736	10.7288208008	-1	0.121257	noncoding
STRT00378937	24	0.33576	10.0368041992	-1	0.152393	noncoding
STRT00423569	73	0.40146	8.65802001953	1	0.0927032	noncoding
ENCT00000077536.1	185	0.34407	11.9614868164	1	0.57835	coding
STRT00417209	38	0.42162	7.73809814453	-1	0.0288054	noncoding
PBT00080781	108	0.32773	6.15472412109	1	0.272555	noncoding
STRT00349660	159	0.30709	11.731262207	1	0.258383	noncoding
STRT00433949	37	0.45239	9.98443603516	1	0.0400283	noncoding
PBT00080948	97	0.26943	9.58465576172	1	0.075291	noncoding
STRT00362398	26	0.39168	4.36907958984	1	0.0132786	noncoding
STRT00370747	23	0.37696	7.81134033203	1	0.00480599	noncoding
STRT00366557	44	0.34147	8.68121337891	1	0.0140398	noncoding
STRT00345289	53	0.38376	9.98394775391	-1	0.114576	noncoding
FTMT24200003294.1	24	0.34902	10.0442504883	1	0.00940543	noncoding
STRT00432454	32	0.31533	8.49176025391	-1	0.115832	noncoding
PBT00081097	80	0.27926	8.27471923828	1	0.0469252	noncoding
STRT00421003	57	0.33834	9.55889892578	-1	0.13822	noncoding
STRT00397109	62	0.31137	9.23858642578	1	0.0287718	noncoding
FTMT24400002848.1	52	0.30721	12.0059204102	1	0.0277776	noncoding
FTMT24400002854.1	127	0.38375	11.4384155273	1	0.427567	noncoding
STRT00372494	127	0.41262	11.4384155273	1	0.591559	coding
ENCT00000067455.1	101	0.35223	6.47650146484	-1	0.0651401	noncoding
PBT00081123	82	0.31973	10.6293334961	1	0.0672393	noncoding
FTMT24400002868.1	44	0.44325	9.68768310547	1	0.0455263	noncoding
PBT00085343	203	0.38267	11.600769043	1	0.922188	coding
PBT00077615	58	0.37599	4.39666748047	1	0.0818177	noncoding
ENCT00000079018.1	99	0.30274	9.60565185547	1	0.0946407	noncoding
STRT00356474	34	0.36763	9.69439697266	1	0.0134566	noncoding
FTMT24200003409.1	3	0.35215	9.50006103516	-1	0.100964	noncoding
FTMT24400002963.1	59	0.37018	10.666809082	1	0.0462473	noncoding
FTMT24200003448.1	82	0.3675	8.90643310547	-1	0.100835	noncoding
FTMT24100008202.1	116	0.37289	8.50469970703	1	0.380224	noncoding
FTMT24200003518.1	116	0.36546	8.50469970703	1	0.351093	noncoding
ENCT00000068227.1	79	0.31565	8.98760986328	1	0.0524223	noncoding
FTMT24200003542.1	150	0.28415	9.90679931641	1	0.271697	noncoding
PBT00085511	172	0.32656	10.0056762695	1	0.643462	coding
FTMT24200003572.1	60	0.24471	9.69073486328	-1	0.154387	noncoding
ENCT00000069145.1	63	0.3317	5.06207275391	-1	0.0362069	noncoding
HBMT00000227995.1	41	0.3537	8.21063232422	1	0.0116722	noncoding
STRT00361846	36	0.32421	7.82379150391	-1	0.0832495	noncoding
STRT00432996	93	0.433	8.93316650391	1	0.340417	noncoding
STRT00405899	110	0.26668	10.2479858398	1	0.0994678	noncoding
FTMT24300023523.1	164	0.34169	11.5068969727	1	0.5	coding
FTMT24400004571.1	164	0.29178	11.8873901367	1	0.210164	noncoding
STRT00394912	23	0.43698	12.0244750977	1	0.0192741	noncoding
HBMT00000255664.1	140	0.32972	12.1773071289	1	0.194779	noncoding
STRT00364304	116	0.41699	10.6565551758	1	0.558001	coding
STRT00399029	37	0.39277	9.69976806641	1	0.0181504	noncoding
STRT00395980	35	0.4246	4.40924072266	1	0.0317083	noncoding
PBT00082039	116	0.2765	9.97088623047	1	0.119812	noncoding
PBT00082040	189	0.29637	9.16461181641	1	0.669849	coding
MICT00000066669.1	63	0.3631	8.85845947266	1	0.0392843	noncoding
STRT00358338	52	0.33858	8.59356689453	1	0.0193202	noncoding
STRT00334509	63	0.33164	4.93756103516	-1	0.0348099	noncoding
STRT00369912	67	0.44645	6.48724365234	1	0.107432	noncoding
STRT00409576	82	0.28963	8.90728759766	1	0.0506357	noncoding
PBT00086020	86	0.28726	7.72845458984	1	0.0610509	noncoding
STRT00364978	73	0.4363	5.36138916016	1	0.203043	noncoding
PBT00082119	77	0.31693	9.75836181641	1	0.0533496	noncoding
FTMT24200006476.1	32	0.33662	6.51153564453	1	0.00643667	noncoding
STRT00396004	43	0.42364	5.30426025391	-1	0.0185842	noncoding
STRT00372413	20	0.43127	12.0042114258	1	0.0156797	noncoding
PBT00086170	82	0.3267	6.86834716797	1	0.0707373	noncoding
STRT00393261	33	0.38099	11.524597168	1	0.0185636	noncoding
STRT00334615	82	0.33233	6.23858642578	1	0.0871592	noncoding
STRT00344347	68	0.34864	11.2228393555	1	0.0529566	noncoding
STRT00355452	58	0.35033	8.63336181641	1	0.0272587	noncoding
STRT00390639	121	0.29652	8.32305908203	1	0.191829	noncoding
STRT00379558	65	0.40966	9.74237060547	1	0.0823385	noncoding
FTMT24100010693.1	114	0.31085	9.33380126953	1	0.16235	noncoding
STRT00361293	105	0.33006	8.92803955078	1	0.153745	noncoding
ENCT00000072313.1	109	0.39566	9.10809326172	-1	0.112472	noncoding
FTMT24200006922.1	24	0.41536	10.7630004883	1	0.0157516	noncoding
MICT00000068777.1	148	0.28567	10.2682495117	1	0.248737	noncoding
STRT00412474	148	0.32076	10.2682495117	1	0.389176	noncoding
HBMT00000260311.1	148	0.32076	10.2682495117	1	0.389176	noncoding
PBT00086347	97	0.34963	10.5060424805	1	0.144281	noncoding
PBT00086348	148	0.34035	10.2682495117	1	0.5	coding
STRT00359658	97	0.37273	10.5060424805	1	0.191799	noncoding
STRT00360066	97	0.34557	10.5060424805	1	0.137535	noncoding
STRT00345870	97	0.48127	10.2122192383	-1	0.155911	noncoding
STRT00345112	37	0.33334	11.3446655273	-1	0.189718	noncoding
STRT00400220	94	0.30443	10.0087280273	1	0.0834587	noncoding
STRT00376686	72	0.38914	10.092590332	1	0.0909601	noncoding
STRT00405649	64	0.3973	11.8880004883	1	0.0619519	noncoding
STRT00367301	94	0.30595	10.0087280273	1	0.0844821	noncoding
STRT00355178	51	0.41726	7.93865966797	1	0.0316303	noncoding
STRT00339064	82	0.33676	6.36895751953	1	0.0865127	noncoding
STRT00428935	58	0.35332	9.78546142578	1	0.0346228	noncoding
STRT00402046	51	0.35072	7.92755126953	1	0.0178704	noncoding
STRT00382526	65	0.40453	7.94171142578	1	0.0597284	noncoding
STRT00388899	55	0.3439	11.1834106445	1	0.034086	noncoding
STRT00323748	65	0.33379	7.94171142578	1	0.0310369	noncoding
STRT00375649	65	0.36105	7.94171142578	1	0.0383153	noncoding
STRT00339065	65	0.40893	7.94171142578	1	0.0627104	noncoding
STRT00323749	65	0.42475	7.94171142578	1	0.0747969	noncoding
STRT00355179	50	0.40449	11.539855957	1	0.0434653	noncoding
PBT00082470	94	0.30443	10.0087280273	1	0.0834587	noncoding
PBT00082473	94	0.30443	10.0087280273	1	0.0834587	noncoding
STRT00338100	79	0.3506	10.3643188477	1	0.0796468	noncoding
PBT00082480	94	0.30443	10.0087280273	1	0.0834587	noncoding
PBT00082481	94	0.33313	10.0087280273	1	0.109784	noncoding
STRT00401655	94	0.28366	10.0087280273	1	0.0734183	noncoding
STRT00401656	64	0.34787	11.8880004883	1	0.040779	noncoding
STRT00353894	52	0.32499	5.95697021484	1	0.0203166	noncoding
PBT00082484	94	0.30443	10.0087280273	1	0.0834587	noncoding
STRT00372873	98	0.45125	10.8958129883	1	0.533396	coding
STRT00340695	64	0.3952	11.8880004883	1	0.0604461	noncoding
STRT00347539	64	0.38119	11.8880004883	1	0.052157	noncoding
STRT00356866	94	0.32597	10.0087280273	1	0.101775	noncoding
STRT00335414	29	0.35811	5.42608642578	1	0.0073698	noncoding
PBT00082486	94	0.33465	10.0087280273	1	0.111617	noncoding
STRT00359016	31	0.33972	4.42718505859	1	0.0121309	noncoding
STRT00335415	35	0.42565	7.97674560547	1	0.0137599	noncoding
STRT00348388	55	0.37058	5.99273681641	1	0.030572	noncoding
STRT00359444	64	0.39508	11.8880004883	1	0.0603623	noncoding
STRT00360331	52	0.32914	10.8342895508	1	0.0289273	noncoding
STRT00411761	61	0.29216	9.05718994141	1	0.0261363	noncoding
STRT00349448	61	0.32318	9.05718994141	1	0.0281997	noncoding
STRT00362079	45	0.35097	9.86260986328	1	0.0206226	noncoding
STRT00341375	45	0.43187	9.86260986328	1	0.0429147	noncoding
STRT00343440	41	0.37525	9.18560791016	1	0.0167038	noncoding
STRT00366786	41	0.35576	9.18560791016	1	0.0149094	noncoding
STRT00364505	38	0.35962	9.18560791016	-1	0.0942043	noncoding
STRT00356246	61	0.35342	9.05718994141	1	0.0342637	noncoding
STRT00355680	61	0.33898	9.05718994141	1	0.0308651	noncoding
STRT00353896	61	0.33394	9.05718994141	1	0.0298995	noncoding
STRT00339078	61	0.33691	9.05718994141	1	0.0304552	noncoding
STRT00351298	61	0.32632	9.05718994141	1	0.0286454	noncoding
STRT00359855	51	0.34629	9.30181884766	1	0.0224352	noncoding
STRT00324027	131	0.2689	9.82073974609	1	0.160707	noncoding
STRT00423522	42	0.39272	9.37188720703	1	0.0210668	noncoding
STRT00381625	51	0.35355	9.30181884766	1	0.023425	noncoding
STRT00380895	159	0.27066	8.98480224609	1	0.339364	noncoding
STRT00388447	61	0.45215	7.80096435547	1	0.07845	noncoding
STRT00359027	80	0.3791	9.56805419922	1	0.107503	noncoding
PBT00086454	123	0.27992	9.40728759766	1	0.152141	noncoding
PBT00082671	71	0.32314	4.58685302734	1	0.10175	noncoding
MICT00000070397.1	142	0.33751	8.85345458984	1	0.5	coding
HBMT00000261459.1	142	0.27779	8.85345458984	1	0.258573	noncoding
STRT00375481	0	0.35589	0.0	-1	1.7514e-06	noncoding
STRT00516003	16	0.43228	5.75299072266	1	0.00473078	noncoding
STRT00474242	90	0.40024	9.58404541016	1	0.211439	noncoding
PBT00105736	117	0.27385	10.0259399414	1	0.120155	noncoding
ENCT00000087294.1	68	0.37857	11.539855957	1	0.0649069	noncoding
STRT00495205	63	0.40795	11.3316040039	1	0.078917	noncoding
FTMT24800000379.1	62	0.29779	11.6115112305	1	0.036932	noncoding
ENCT00000087379.1	53	0.28694	11.5390014648	1	0.0321563	noncoding
ENCT00000098511.1	203	0.28491	9.40057373047	1	0.680521	coding
FTMT24500036477.1	59	0.38041	4.96722412109	1	0.0658476	noncoding
FTMT24600000337.1	31	0.41285	9.68829345703	-1	0.0725268	noncoding
FTMT24500022451.1	20	0.42843	6.50238037109	-1	0.0146141	noncoding
HBMT00000324183.1	0	0.26853	0.0	-1	1.84937e-06	noncoding
PBT00106107	47	0.3379	7.59625244141	1	0.0134554	noncoding
STRT00512745	71	0.31294	6.92462158203	1	0.039571	noncoding
STRT00491355	74	0.46238	9.49432373047	1	0.250405	noncoding
STRT00487183	75	0.46819	10.1875610352	-1	0.121289	noncoding
PBT00108642	60	0.33194	3.76898193359	-1	0.0221482	noncoding
MICT00000075105.1	23	0.41541	5.89739990234	1	0.00646611	noncoding
ENCT00000089126.1	102	0.3118	10.1229858398	1	0.112094	noncoding
MICT00000075106.1	78	0.33906	9.81134033203	1	0.0663561	noncoding
PBT00106154	128	0.28982	8.76617431641	1	0.205781	noncoding
PBT00108724	98	0.3139	9.83428955078	1	0.101937	noncoding
PBT00106190	91	0.30419	8.61895751953	1	0.073378	noncoding
STRT00490537	19	0.46092	5.30267333984	-1	0.0138063	noncoding
STRT00493740	25	0.39023	6.50604248047	1	0.0054428	noncoding
STRT00519424	17	0.36439	6.50836181641	-1	0.0227453	noncoding
STRT00435802	46	0.4032	7.71490478516	-1	0.0350384	noncoding
ENCT00000090946.1	47	0.34948	5.98577880859	1	0.0166798	noncoding
FTMT24600002245.1	76	0.28243	10.6991577148	1	0.0498327	noncoding
STRT00519445	64	0.33487	11.5473022461	1	0.0414751	noncoding
PBT00106606	61	0.31244	5.20355224609	1	0.0440446	noncoding
STRT00539245	248	0.39182	5.96356201172	1	0.999835	coding
STRT00479745	248	0.42441	5.96356201172	1	0.999931	coding
STRT00489249	248	0.36399	5.96356201172	1	0.999589	coding
STRT00472390	95	0.42984	8.37310791016	1	0.342593	noncoding
FTMT24600002379.1	104	0.35087	7.03436279297	1	0.228117	noncoding
ENCT00000091359.1	108	0.30003	9.57489013672	1	0.120181	noncoding
STRT00446891	23	0.31928	8.02337646484	1	0.00474047	noncoding
STRT00525195	41	0.44313	6.51116943359	1	0.0212946	noncoding
STRT00460590	13	0.36228	8.52105712891	-1	0.0580501	noncoding
STRT00497524	42	0.37295	10.8342895508	-1	0.153854	noncoding
STRT00451341	22	0.43283	12.1760864258	-1	0.156805	noncoding
ENCT00000102657.1	76	0.33111	8.50836181641	1	0.0505261	noncoding
STRT00467144	168	0.27039	11.7560424805	1	0.186205	noncoding
STRT00465660	85	0.29059	9.64849853516	1	0.058261	noncoding
HBMT00000335209.1	61	0.31922	7.74371337891	1	0.0240852	noncoding
